episode,avg_rewards,loss,mrc,gmrc,smrc,mrt,gmrt,smrt,geqo_mrc,geqo_gmrc
0,1.1243666271708421,20,227.75370097792143,3.4168920707414614,1.7043440378097066,1.0,1.0,1.0,827.2793091725714,2.7509961635092157
20,0.7885287575446658,20,1050.8291261850434,19.973214223618825,5.1627059729091895,1.0,1.0,1.0,9.967171155232219,1.593868469262126
40,0.8848081675032778,20,8243.159108698948,17.260415528918745,6.795901239571791,1.0,1.0,1.0,752.0526774253609,2.1385284619229186
60,1.037108301666436,20,16.36063841332446,4.329479773232721,3.2724939151524217,1.0,1.0,1.0,2.1585819434831013,1.4915865413069915
80,0.9384958491889105,20,31880.07696601733,20.394635327501273,2.8062165965516703,1.0,1.0,1.0,204.38860894770988,2.6884140709700532
100,0.9879415361927133,20,375.1749571134666,8.593361787645806,2.6655449955577963,1.0,1.0,1.0,1.1739977302094633,1.1338101049984648
120,1.1134688929780494,20,61.725708543935454,5.525791088393142,2.104701695569243,1.0,1.0,1.0,2.29627483621071,1.349896947557951
140,0.9876254659011894,20,222.41348016986962,7.688565021396912,5.012388596173861,1.0,1.0,1.0,1.547007176936019,1.4095081481380112
160,1.0681081320832415,20,191.66573864436725,7.496566758870057,3.6933234161711175,1.0,1.0,1.0,1.3487137077486813,1.2067019783754558
180,1.3726374874879275,20,5.936540289893079,2.071581613549439,1.8006493202530496,1.0,1.0,1.0,2.5399096507476937,1.5480810216826764
200,0.8766731607355371,20,138.587773281924,12.818428838178153,2.204446932888779,1.0,1.0,1.0,3.713426767474284,1.3733190252109435
220,0.8204771665641527,20,32385.001157583272,23.736643855910277,22.0460725141669,1.0,1.0,1.0,5.557714565394074,1.9796280681143226
240,0.9979930810564133,20,30.024145458257617,6.409894354573668,2.981944989654216,1.0,1.0,1.0,9.83530155836888,1.6138816764746948
260,1.0559837774713015,20,192.30039929473622,5.417131521400435,25.927074616761217,1.0,1.0,1.0,26.875431977773918,1.7200470480746446
280,1.0206717254221256,20,12117.041974172218,10.7754226577584,2.724052922423583,1.0,1.0,1.0,28.99623082842977,2.1035378606834527
300,1.1510742631661368,20,73.659652275601,4.998716309756636,2.198035633199756,1.0,1.0,1.0,1.1730191338402807,1.1308929435782749
320,0.8960432565057628,20,21352.522147850184,11.527034344659983,11.410936612340102,1.0,1.0,1.0,5.162936920762882,2.1486197047268702
340,1.043001599628525,20,12.060602161926944,4.541974465234354,8.568144083172994,1.0,1.0,1.0,2.212272679914014,1.3626814843558506
