batch,iteration,avg_rewards,policy_loss,value_loss,entropy,loss
0,0,0.8764127522929526,-0.02005868637934327,0.6984696388244629,2.4848963022232056,0.6535619795322418
0,1,0.8764127522929526,-0.019785125856287777,0.7005107402801514,2.4848965406417847,0.655876636505127
0,2,0.8764127522929526,-0.022365390323102474,0.695642739534378,2.4848965406417847,0.6484283804893494
0,3,0.8764127522929526,-0.026676153298467398,0.6967910528182983,2.484896659851074,0.6452659368515015
0,4,0.8764127522929526,-0.023816726868972182,0.682745486497879,2.4848965406417847,0.634079784154892
0,5,0.8764127522929526,-0.028859551064670086,0.6849265694618225,2.4848963022232056,0.6312180459499359
0,6,0.8764127522929526,-0.03416084125638008,0.6867939233779907,2.4848960638046265,0.6277841031551361
0,7,0.8764127522929526,-0.03362060617655516,0.6818491816520691,2.484896659851074,0.6233796179294586
0,8,0.8764127522929526,-0.03890437260270119,0.6813282072544098,2.4848960638046265,0.6175749003887177
0,9,0.8764127522929526,-0.04319623112678528,0.6697925925254822,2.484895348548889,0.6017473936080933
1,10,1.0588173592613646,-0.02193999197334051,0.8274792730808258,2.4848952293395996,0.7806903123855591
1,11,1.0588173592613646,-0.020373866893351078,0.8210733830928802,2.48489511013031,0.7758505940437317
1,12,1.0588173592613646,-0.021444243378937244,0.8083259165287018,2.484894633293152,0.7620327472686768
1,13,1.0588173592613646,-0.02526012947782874,0.8293404579162598,2.4848949909210205,0.7792314291000366
1,14,1.0588173592613646,-0.028027385473251343,0.8097951114177704,2.4848936796188354,0.7569187879562378
1,15,1.0588173592613646,-0.028729194309562445,0.8052866160869598,2.4848941564559937,0.7517085075378418
1,16,1.0588173592613646,-0.03521927632391453,0.7990380823612213,2.4848934412002563,0.7389698624610901
1,17,1.0588173592613646,-0.03729864675551653,0.7995877861976624,2.484893560409546,0.7374401986598969
1,18,1.0588173592613646,-0.043522268533706665,0.7881324589252472,2.484892725944519,0.7197612524032593
1,19,1.0588173592613646,-0.04677562043070793,0.7790576815605164,2.484891891479492,0.7074331641197205
2,20,0.9512880707747868,0.0043285805732011795,0.7032613158226013,2.4848920106887817,0.6827409565448761
2,21,0.9512880707747868,0.0030889594927430153,0.6937978863716125,2.484890937805176,0.6720379590988159
2,22,0.9512880707747868,0.0005993056111037731,0.6942848563194275,2.484890580177307,0.6700352430343628
2,23,0.9512880707747868,-0.00879804976284504,0.7021096646785736,2.4848904609680176,0.6684626936912537
2,24,0.9512880707747868,-0.0057988702319562435,0.6889470815658569,2.484890937805176,0.6582992970943451
2,25,0.9512880707747868,-0.010018120054155588,0.687969833612442,2.4848910570144653,0.6531028151512146
2,26,0.9512880707747868,-0.021672969684004784,0.6817101240158081,2.484891176223755,0.6351882517337799
2,27,0.9512880707747868,-0.02411634474992752,0.6784448027610779,2.4848921298980713,0.6294795274734497
2,28,0.9512880707747868,-0.03149580163881183,0.6792287230491638,2.484892249107361,0.6228839755058289
2,29,0.9512880707747868,-0.04590786527842283,0.6656665503978729,2.48489248752594,0.5949097573757172
3,30,1.167292829570726,-0.04655171278864145,0.8284536600112915,2.4848920106887817,0.7570530474185944
3,31,1.167292829570726,-0.04870661348104477,0.8433417975902557,2.4848923683166504,0.7697862386703491
3,32,1.167292829570726,-0.050417277961969376,0.8378258943557739,2.48489248752594,0.7625596821308136
3,33,1.167292829570726,-0.051663825288414955,0.8296539783477783,2.4848926067352295,0.7531412243843079
3,34,1.167292829570726,-0.05831112898886204,0.8260514736175537,2.4848923683166504,0.7428914606571198
3,35,1.167292829570726,-0.05981510877609253,0.8177741169929504,2.48489248752594,0.733110100030899
3,36,1.167292829570726,-0.06572885625064373,0.8220184147357941,2.484892725944519,0.7314406335353851
3,37,1.167292829570726,-0.06820634007453918,0.80365189909935,2.4848928451538086,0.7105966210365295
3,38,1.167292829570726,-0.07108770124614239,0.7976463437080383,2.484892725944519,0.7017097175121307
3,39,1.167292829570726,-0.08377380482852459,0.8093710541725159,2.4848928451538086,0.7007482945919037
4,40,0.7969524512858337,0.020924421958625317,0.5002104341983795,2.4848934412002563,0.49628590047359467
4,41,0.7969524512858337,0.0251447893679142,0.4940524101257324,2.4848934412002563,0.4943482577800751
4,42,0.7969524512858337,0.018176509998738766,0.4972470998764038,2.484893321990967,0.4905746728181839
4,43,0.7969524512858337,0.0181023005861789,0.4900990277528763,2.4848934412002563,0.483352392911911
4,44,0.7969524512858337,0.01554935984313488,0.4850414842367172,2.4848930835723877,0.4757419377565384
4,45,0.7969524512858337,0.01333591714501381,0.48267409205436707,2.4848928451538086,0.4711610972881317
4,46,0.7969524512858337,0.017605405300855637,0.48000580072402954,2.4848932027816772,0.47276225686073303
4,47,0.7969524512858337,0.015015173237770796,0.4787851572036743,2.484892725944519,0.46895140409469604
4,48,0.7969524512858337,0.014753429219126701,0.47245289385318756,2.484892725944519,0.46235738694667816
4,49,0.7969524512858337,0.013673564419150352,0.4736844599246979,2.484891891479492,0.4625091254711151
5,50,0.8974433223502188,0.02979662176221609,0.5611319541931152,2.4848926067352295,0.5660796463489532
5,51,0.8974433223502188,0.021591555327177048,0.5580593943595886,2.4848921298980713,0.5548020303249359
5,52,0.8974433223502188,0.023311547935009003,0.5518170297145844,2.4848921298980713,0.5502796471118927
5,53,0.8974433223502188,0.02051034290343523,0.5430693328380585,2.484891653060913,0.5387307703495026
5,54,0.8974433223502188,0.011954937130212784,0.546243742108345,2.484891653060913,0.5333497673273087
5,55,0.8974433223502188,0.006519287824630737,0.5457119941711426,2.484891653060913,0.5273823738098145
5,56,0.8974433223502188,-0.004431635141372681,0.5425024032592773,2.484891414642334,0.5132218450307846
5,57,0.8974433223502188,-0.010578116402029991,0.5419170558452606,2.484891653060913,0.5064900517463684
5,58,0.8974433223502188,-0.018564616329967976,0.5325924009084702,2.4848908185958862,0.489178866147995
5,59,0.8974433223502188,-0.03837012220174074,0.5314469188451767,2.4848899841308594,0.46822790801525116
