episode,avg_rewards,loss,mrc,gmrc,smrc,mrt,gmrt,smrt,geqo_mrc,geqo_gmrc
0,1.1361497024125264,20,188.60679268589058,6.215965408940921,1.370094126019024,1.0,1.0,1.0,1.1739002852236273,1.1211378677686012
20,1.1274071130261354,20,20.95023259069473,3.204810327196116,3.1026065202227646,1.0,1.0,1.0,3.7636163249885657,1.403616031681523
40,1.120634339139975,20,27.705462422711328,2.9021433589185914,2.242413448697173,1.0,1.0,1.0,3.6164291951040726,1.68605104023359
60,0.9964987887866975,20,77.63967936186184,5.801989672053587,6.057300450231414,1.0,1.0,1.0,11.718201843707082,2.1132531263139454
80,1.1428724873457519,20,20.10150178921372,2.788008833445473,1.940707823110247,1.0,1.0,1.0,1.4201446611469026,1.2342178564890829
100,0.8273509738146994,20,39.458506799914815,6.922332880531094,2.8754959188309033,1.0,1.0,1.0,4.234768378007278,1.8366332137566674
120,1.0851461487098621,20,44.98137196533119,5.858689281815126,3.3150967499505746,1.0,1.0,1.0,3.7709579715516433,1.407327921442139
140,1.062474444220856,20,23276.13064743572,10.281846621860527,9.368912175772627,1.0,1.0,1.0,3.9250455050937254,2.1528210639952796
160,0.9915154144794645,20,1180.6819513344337,9.990758175301462,3.728070331597329,1.0,1.0,1.0,2.5535274383653848,1.4521583921370464
180,1.1036387806536667,20,48.483970571923706,5.465608033620286,2.171145444923811,1.0,1.0,1.0,5.309508859188988,1.4127515132347281
200,1.176380954575974,20,21.57116688255346,3.6491693875445392,2.1633826020841984,1.0,1.0,1.0,4.213420547427756,1.5899301623925328
220,0.8004129762739526,20,10739.592420591682,14.230695578450065,7.807250683818366,1.0,1.0,1.0,113.49133159737521,1.8456608437928188
240,0.9279371739524456,20,49.111311872108715,6.43015333480298,5.034453088365429,1.0,1.0,1.0,1.6438105496383446,1.4409419440667683
260,0.8531321309540048,20,1047.9725285318625,15.858947096156468,8.570940441407808,1.0,1.0,1.0,229.35786875292888,3.745231408919925
280,1.083077977618216,20,285.37283423690405,6.2728312546516705,7.555502213377643,1.0,1.0,1.0,11.86932054739147,2.3294685220828812
300,0.779267805991267,20,279.90037035957516,11.751433347997649,5.326777588066229,1.0,1.0,1.0,4.8687852838188785,1.7570215563357947
320,1.1972255225686492,20,1014.6478028612373,3.2044584249638297,1.3994210391180373,1.0,1.0,1.0,1.4580076309797878,1.2526267077728528
340,1.144831435174995,20,120.97862515995234,5.354012059471655,2.5935654711609866,1.0,1.0,1.0,3.6072594210413067,1.6307929489238093
360,0.7519866436509137,20,120324.50423174418,11.02933602887832,6.926846254929304,1.0,1.0,1.0,753.8667057548212,2.794765454028121
380,1.1029018118561176,20,158.98855447951433,5.139005145154174,1.2201441455955304,1.0,1.0,1.0,1.1404807984794865,1.1134343382757943
400,0.8166764348569215,20,210.3889074108043,11.999624632217134,4.572684673925695,1.0,1.0,1.0,9.594255449211326,1.4525893716897484
420,1.0238766203739176,20,23.674327744661998,4.849120113865707,3.683130114878174,1.0,1.0,1.0,1.1657056906397254,1.1150864731516117
440,0.785731098756566,20,21513.887883752384,38.138530933391884,11.856231272382015,1.0,1.0,1.0,9.603633622570577,1.466508967207545
460,1.050349316309987,20,68.52333344582004,5.9763495238673485,2.2661534918188533,1.0,1.0,1.0,8.85901373378367,1.5213002653717735
480,0.9126881605234299,20,348.734323670663,10.774071938209698,15.777787235775737,1.0,1.0,1.0,29.29484980971197,1.7695926296595537
500,1.070687782061447,20,771.339215263415,4.775052922453127,2.68247726819197,1.0,1.0,1.0,9.451145454352273,1.863513450924578
520,1.0010164968525292,20,260.8619056735367,8.33281939555152,4.037457418269659,1.0,1.0,1.0,1.064642755008371,1.0478919394565915
540,0.9178366240418496,20,180.64460489440765,11.132096256007792,3.587432896342839,1.0,1.0,1.0,13.54965361142997,2.2865576097845373
560,1.16997014493995,20,18.77502400314453,3.358731598085228,4.4625945375565985,1.0,1.0,1.0,11.427432066504808,2.062441029630553
580,1.2131081299933446,20,21334.48228029688,4.709954029738758,3.7752818260357137,1.0,1.0,1.0,13.719983413823101,2.2758749331511274
600,0.967024791099296,20,204.79628798334207,7.394855012806449,8.083768561658205,1.0,1.0,1.0,9.43060896539641,1.692019072426425
620,1.30044621612518,20,130.88081982945064,4.350778454264643,6.572673727108125,1.0,1.0,1.0,3.135870429773324,1.760796035724268
640,0.9720941288182458,20,1780.27458241179,6.555817363798088,2.236799010104984,1.0,1.0,1.0,2.1550865377464867,1.5436932973903763
660,1.0499644524173495,20,117.54141608157015,5.859585184098236,3.6632547618225115,1.0,1.0,1.0,1.91503852810823,1.229110870625388
680,1.2572087531460807,20,6.59718531129931,2.4095911515747823,1.4736042967078737,1.0,1.0,1.0,2.609397701592442,1.6430863764140076
700,1.3525868052567485,20,19.109987958794065,2.844687505786074,1.168861362143658,1.0,1.0,1.0,9.598838665446362,1.4636747987154637
720,1.1061325383137577,20,322.56642543536856,5.1796532240709485,2.374811525539614,1.0,1.0,1.0,2.2349943259970946,1.527821118789566
740,1.2730382510465748,20,1454.5024486616774,4.933598017326541,1.5463412307226838,1.0,1.0,1.0,138.28808310550758,2.143549566661488
760,1.245261555459499,20,23.04805898451685,3.6163687489924503,1.410996492749122,1.0,1.0,1.0,2.457840612714879,1.4166072122906352
780,1.0065140921032185,20,87.00854366191034,5.768509992513697,4.128426896605634,1.0,1.0,1.0,2.6663618373557303,1.5987247197838454
