batch,iteration,avg_rewards,policy_loss,value_loss,entropy,loss
0,0,1.1550178485207137,-0.021133629605174065,0.9667441844940186,2.4848928451538086,0.9207616150379181
0,1,1.1550178485207137,-0.02003706432878971,0.9671409130096436,2.484892964363098,0.9222549200057983
0,2,1.1550178485207137,-0.018514000810682774,0.9508642554283142,2.484892725944519,0.9075013399124146
0,3,1.1550178485207137,-0.020865779370069504,0.9544200599193573,2.4848928451538086,0.9087053537368774
0,4,1.1550178485207137,-0.021275256760418415,0.9601967334747314,2.4848928451538086,0.9140725433826447
0,5,1.1550178485207137,-0.01841349108144641,0.9309537410736084,2.4848926067352295,0.8876913189888
0,6,1.1550178485207137,-0.01958070369437337,0.9354842305183411,2.4848926067352295,0.891054630279541
0,7,1.1550178485207137,-0.019915836630389094,0.9462440609931946,2.4848934412002563,0.9014793038368225
0,8,1.1550178485207137,-0.022415886633098125,0.9339451491832733,2.4848932027816772,0.8866803348064423
0,9,1.1550178485207137,-0.020726160146296024,0.9211016893386841,2.48489248752594,0.8755266070365906
1,10,0.9529339167063468,-0.027512959204614162,0.6680482625961304,2.4848928451538086,0.6156863868236542
1,11,0.9529339167063468,-0.026690334343584254,0.6615069508552551,2.4848930835723877,0.6099676787853241
1,12,0.9529339167063468,-0.026009967550635338,0.6513186097145081,2.4848930835723877,0.6004596948623657
1,13,0.9529339167063468,-0.029727013781666756,0.6585471034049988,2.484893560409546,0.6039711534976959
1,14,0.9529339167063468,-0.03126207832247019,0.6476781070232391,2.4848930835723877,0.5915670990943909
1,15,0.9529339167063468,-0.030646365135908127,0.6546907126903534,2.484893321990967,0.5991954207420349
1,16,0.9529339167063468,-0.031761613208800554,0.6385116875171661,2.4848928451538086,0.5819011777639389
1,17,0.9529339167063468,-0.028720852569676936,0.6374762654304504,2.484893560409546,0.5839064717292786
1,18,0.9529339167063468,-0.031177420169115067,0.6363512575626373,2.484892964363098,0.5803249478340149
1,19,0.9529339167063468,-0.02972460293676704,0.6321839094161987,2.4848932027816772,0.5776103734970093
2,20,1.0981618681518233,-0.02391856862232089,0.8489311933517456,2.484893321990967,0.8001636862754822
2,21,1.0981618681518233,-0.025506295263767242,0.841456949710846,2.4848928451538086,0.7911017537117004
2,22,1.0981618681518233,-0.02372893365100026,0.8382653892040253,2.484892964363098,0.7896875143051147
2,23,1.0981618681518233,-0.02645542472600937,0.8362086713314056,2.4848928451538086,0.7849043607711792
2,24,1.0981618681518233,-0.026036311872303486,0.8391171991825104,2.4848934412002563,0.7882319688796997
2,25,1.0981618681518233,-0.02508912142366171,0.8156992495059967,2.4848932027816772,0.7657611966133118
2,26,1.0981618681518233,-0.02588013419881463,0.8232320249080658,2.4848930835723877,0.7725029587745667
2,27,1.0981618681518233,-0.028571416158229113,0.8182174563407898,2.4848934412002563,0.7647970914840698
2,28,1.0981618681518233,-0.026970691047608852,0.8169978260993958,2.484893560409546,0.7651782035827637
2,29,1.0981618681518233,-0.03196802642196417,0.8196700811386108,2.484892964363098,0.7628531455993652
3,30,0.7593015155810866,0.007258665224071592,0.49834419786930084,2.4848934412002563,0.48075394332408905
3,31,0.7593015155810866,0.0039831772446632385,0.5186528861522675,2.4848936796188354,0.49778711795806885
3,32,0.7593015155810866,0.004293396137654781,0.5113430917263031,2.4848936796188354,0.490787535905838
3,33,0.7593015155810866,0.006865181028842926,0.5060607343912125,2.4848939180374146,0.48807698488235474
3,34,0.7593015155810866,0.00558215998353262,0.49647918343544006,2.4848939180374146,0.47721239924430847
3,35,0.7593015155810866,0.009834468364715576,0.48912660777568817,2.4848936796188354,0.4741121232509613
3,36,0.7593015155810866,0.008030543103814125,0.4906310737133026,2.484894037246704,0.47381269931793213
3,37,0.7593015155810866,0.0008554477244615555,0.4878365695476532,2.484893798828125,0.46384310722351074
3,38,0.7593015155810866,0.0010534916073083878,0.49329012632369995,2.484893798828125,0.46949465572834015
3,39,0.7593015155810866,0.00343742361292243,0.4862051010131836,2.484893798828125,0.4647935926914215
4,40,0.8288217470196019,0.02833140827715397,0.47836795449256897,2.484892964363098,0.48185043036937714
4,41,0.8288217470196019,0.02736465446650982,0.48944059014320374,2.4848930835723877,0.49195633828639984
4,42,0.8288217470196019,0.03672582469880581,0.46430791914463043,2.4848932027816772,0.47618483006954193
4,43,0.8288217470196019,0.025960182771086693,0.4856606721878052,2.4848934412002563,0.48677192628383636
4,44,0.8288217470196019,0.03303494118154049,0.46596938371658325,2.4848932027816772,0.47415541112422943
4,45,0.8288217470196019,0.03436756459996104,0.4632200300693512,2.484893321990967,0.47273866832256317
4,46,0.8288217470196019,0.03412214294075966,0.4678553342819214,2.484893798828125,0.4771285355091095
4,47,0.8288217470196019,0.029631983023136854,0.47306403517723083,2.4848934412002563,0.477847084403038
4,48,0.8288217470196019,0.034353701397776604,0.4588979631662369,2.4848939180374146,0.4684027284383774
4,49,0.8288217470196019,0.034283422864973545,0.45648275315761566,2.4848932027816772,0.4659172296524048
5,50,1.13128932694939,-0.015705495374277234,0.7683904469013214,2.484893560409546,0.727836012840271
5,51,1.13128932694939,-0.01913752593100071,0.7663000226020813,2.4848934412002563,0.7223135530948639
5,52,1.13128932694939,-0.016834892332553864,0.7537859976291656,2.484893321990967,0.7121021747589111
5,53,1.13128932694939,-0.01698290277272463,0.7572467625141144,2.484892964363098,0.715414971113205
5,54,1.13128932694939,-0.01651579374447465,0.7452190220355988,2.484892964363098,0.7038543224334717
5,55,1.13128932694939,-0.02097542118281126,0.7466095089912415,2.4848930835723877,0.7007851898670197
5,56,1.13128932694939,-0.01696748472750187,0.7363836169242859,2.4848934412002563,0.6945672035217285
5,57,1.13128932694939,-0.017790200421586633,0.7474334537982941,2.484893798828125,0.7047942876815796
5,58,1.13128932694939,-0.02132297959178686,0.731958419084549,2.4848930835723877,0.6857865452766418
5,59,1.13128932694939,-0.024290163069963455,0.7382261157035828,2.484893560409546,0.6890870034694672
6,60,0.8507963382824328,0.035488185938447714,0.4734843671321869,2.4848928451538086,0.4841236472129822
6,61,0.8507963382824328,0.04033329337835312,0.4687787741422653,2.4848928451538086,0.4842631369829178
6,62,0.8507963382824328,0.04273439571261406,0.45719124376773834,2.4848928451538086,0.47507672011852264
6,63,0.8507963382824328,0.03463519853539765,0.4688008427619934,2.484893321990967,0.4785871058702469
6,64,0.8507963382824328,0.03466538619250059,0.46126721799373627,2.4848930835723877,0.4710836708545685
6,65,0.8507963382824328,0.038931228686124086,0.46833983063697815,2.484893321990967,0.4824221283197403
6,66,0.8507963382824328,0.03370969044044614,0.46333321928977966,2.4848930835723877,0.47219395637512207
6,67,0.8507963382824328,0.0348389558494091,0.44558295607566833,2.484892725944519,0.4555730074644089
6,68,0.8507963382824328,0.03300312254577875,0.4583955258131027,2.4848928451538086,0.46654973924160004
6,69,0.8507963382824328,0.033813344314694405,0.4543362855911255,2.4848928451538086,0.4633007198572159
7,70,1.2626084313195725,-0.030043963342905045,0.7792464792728424,2.4848930835723877,0.724353551864624
7,71,1.2626084313195725,-0.02940858993679285,0.7750469148159027,2.4848934412002563,0.7207894027233124
7,72,1.2626084313195725,-0.03181215422227979,0.760030597448349,2.484892725944519,0.7033695578575134
7,73,1.2626084313195725,-0.031821804121136665,0.7610254287719727,2.4848930835723877,0.7043546736240387
7,74,1.2626084313195725,-0.031915659084916115,0.7540484964847565,2.484892964363098,0.6972838938236237
7,75,1.2626084313195725,-0.03068042080849409,0.7545062005519867,2.4848930835723877,0.6989768445491791
7,76,1.2626084313195725,-0.031606605276465416,0.7456839680671692,2.4848930835723877,0.6892284154891968
