episode,avg_rewards,loss,mrc,gmrc,smrc,mrt,gmrt,smrt,geqo_mrc,geqo_gmrc
0,1.075706577979442,20,18.22624654613237,4.622923534504299,13.48122780463512,1.0,1.0,1.0,1.5845733957863068,1.4196010400397787
20,0.9667476939278977,20,149.3532427187185,5.71428591543141,2.1766983683066936,1.0,1.0,1.0,33.97943381222386,2.141065891602048
40,1.2729958724594188,20,30.91109672968671,4.272216121778612,1.545124213848146,1.0,1.0,1.0,4.006094911689816,1.5804580449741905
60,1.07400791652938,20,11.22420738364102,4.106873158235698,3.2395569586524116,1.0,1.0,1.0,1.4628043181046808,1.3054843842321382
80,0.9542350604717809,20,21.075685946651344,6.338198996739329,2.538931508067545,1.0,1.0,1.0,5.383548209189187,1.9642905053689337
100,1.2364859707752804,20,49.25527316283237,3.439181081473242,2.2115806506331768,1.0,1.0,1.0,751.1467451104268,1.8901272680301882
120,0.9396570051170257,20,18.202135440430666,4.639690685039272,4.3835607792551246,1.0,1.0,1.0,39.19867075433223,1.7810754258434063
140,0.929816243462304,20,164.84297364858764,5.375893870971972,6.2911665722040535,1.0,1.0,1.0,1.7827209741266554,1.348325472084466
160,1.2546626196908026,20,12.146023396787465,2.990823875838314,1.7889537716890567,1.0,1.0,1.0,5.538335595847888,2.0894184731594407
180,0.9054478223333188,20,2675.9483621854715,10.250826575006284,1.9180845388472176,1.0,1.0,1.0,825.1010241176258,2.1194029421503684
200,1.0664203671133836,20,2588.2129058989053,15.429672598539076,1.8782440695788134,1.0,1.0,1.0,10.912692971176423,2.2532138988478683
220,0.9903788216196,20,7511.4779376207125,10.401017742980216,19.722702170467873,1.0,1.0,1.0,114.80838078515902,2.271437948049086
240,1.0468421548931606,20,25.099283343364853,4.789091564725366,4.901127075429306,1.0,1.0,1.0,3.461021916223762,1.7422731276102381
260,1.0772788093007555,20,48.61862328198556,5.668864728125662,3.495125081690143,1.0,1.0,1.0,29.333285942059668,2.2570369734708318
280,0.8677541484539255,20,175.0251752010565,8.850174440659655,4.584117653403853,1.0,1.0,1.0,1.2633386253270666,1.1672152143297547
300,1.16684666322026,20,4394.958679893668,5.425847459466352,3.8056738719099834,1.0,1.0,1.0,2.097848277676847,1.207363764666708
320,0.9796730319816532,20,116.84701917721335,7.970383816436387,3.4782099190462867,1.0,1.0,1.0,6.525646841124126,1.875810651047953
340,0.8634215061952382,20,79.32605330649898,11.285923568056967,2.9256002017699236,1.0,1.0,1.0,2.7005560315630115,1.6077179175081957
360,1.0773021688120126,20,313.2860281871874,6.34368721390301,4.604010875713745,1.0,1.0,1.0,754.7143289350219,2.484710436082443
380,0.9182958853809028,20,36.67082336638615,4.327979501581371,2.5071153962656467,1.0,1.0,1.0,1.7751473595972325,1.5199517015578163
400,1.0443555789244294,20,288.1155110442032,10.203461761966958,9.024962938675415,1.0,1.0,1.0,10.018295417394805,1.4019175098057928
420,1.1025837880290823,20,8.91120654391185,3.5347707116284637,2.2519010115261295,1.0,1.0,1.0,3.411021349124507,1.6303934696937914
440,1.1737751350396193,20,175.47420898770224,7.185436299181607,3.8381493944044744,1.0,1.0,1.0,1.3041823857538501,1.143059721226861
460,0.9916163045942137,20,478.5468671403617,9.476334411155698,3.0655584913498197,1.0,1.0,1.0,39.44116000436152,1.8076430898271503
480,1.1357540523718412,20,214.18790729206276,6.971172382802547,3.2835256204910124,1.0,1.0,1.0,1.7554833660445994,1.4262126181480845
500,1.1933755985445167,20,1262.2545081058167,5.317668885200702,2.344685032327136,1.0,1.0,1.0,2.135588581940288,1.3964301682200015
520,1.015209230253528,20,2198.418901737636,4.478309292539679,5.7330528855873615,1.0,1.0,1.0,1.1064999415143952,1.0862916539001568
540,1.0094374908739057,20,61.623604069896636,7.3177060631303545,2.736068856109235,1.0,1.0,1.0,3.9340417186484506,1.5935902221350182
560,1.151128451644449,20,31.918423353757106,4.878565971542006,2.3719427393927988,1.0,1.0,1.0,4.070730493913815,1.6056970972434652
580,0.9719686675585161,20,1382.9302006395442,9.707401603818097,2.575969478639408,1.0,1.0,1.0,780.1768802502669,2.9279712995080773
600,1.1370283802163241,20,303.85840062909494,4.267675070247014,3.0230585919635016,1.0,1.0,1.0,1.8787003703121328,1.4667147922885244
620,0.9837316072766151,20,175.58596913098455,10.457883174634446,1.75811192502537,1.0,1.0,1.0,5.346539355383524,1.6388097819091418
640,1.1146171388421273,20,473.4248279374453,7.199493605024121,1.8309723760473013,1.0,1.0,1.0,156.52952887876987,4.0560100124234015
660,1.279241901568615,20,19.362888203851384,3.2847335544697684,16.239407786599138,1.0,1.0,1.0,5.533133339124032,1.9190778438411453
