episode,avg_rewards,loss,mrc,gmrc,smrc,mrt,gmrt,smrt,geqo_mrc,geqo_gmrc
0,0.8844728621061835,20,160.57055838328472,8.883714221537884,3.9552087614356592,1.0,1.0,1.0,1.606700861986154,1.2106051912872149
20,1.192972581703161,20,109.01912667428189,3.623194135834446,78.20444777923896,1.0,1.0,1.0,5.280194626432482,1.6669530894443536
40,0.8567191248428936,20,1431.5154641379388,17.33480370247919,197.6624257099665,1.0,1.0,1.0,2.7196086049132697,1.3859471806499775
60,0.8883711317885302,20,1073.6157845191797,9.726622971450722,6.037540216486924,1.0,1.0,1.0,1.3965944827385661,1.2718490304828858
80,0.7260494508233495,20,74.9733291316117,9.790123208608192,5.6901316547265415,1.0,1.0,1.0,1.172983567613103,1.136967358425986
100,1.1144307218323524,20,73.91481129555183,4.549174531074178,4.542693202059384,1.0,1.0,1.0,2.391855757437592,1.532915602564866
120,1.0468586018693906,20,935.1596786452188,4.7689501826974245,2.434660410915335,1.0,1.0,1.0,1.259786566225802,1.2035994098946585
140,0.7760803062807582,20,302.64282537791354,10.982888705907818,59.73260426538239,1.0,1.0,1.0,1.7762586577520305,1.2710366748767006
160,0.9714091433360679,20,254.87321971872217,7.977255087488922,2.7464478742264187,1.0,1.0,1.0,1.6926545038248633,1.307270109024419
180,1.1394556111032224,20,1012.5267113399677,5.497557127628069,2.641194593939531,1.0,1.0,1.0,3.633290268148979,1.5298734813973252
200,0.80061315176429,20,169.10740574343518,12.844820600915831,3.672146088756367,1.0,1.0,1.0,4.1902730547668,1.701553601830912
220,0.9055298356392566,20,70.68261113257796,6.7759523708674845,17.74501825926562,1.0,1.0,1.0,3.3114080880924073,1.5236826086469357
240,1.1291270523488004,20,9.28636497621417,2.9651155731674383,1.8226166820308884,1.0,1.0,1.0,1.33876090553642,1.2624217975672256
260,1.1196626238553087,20,88.70769081492993,5.436346123246362,45.77909884637494,1.0,1.0,1.0,1.875522338070963,1.39886782987957
280,0.9992458847615584,20,22344.75464275923,10.883173122667609,8.048369151804236,1.0,1.0,1.0,5.26368045737064,1.9834359387707816
300,1.2911069538514188,20,16.59779416298582,2.588837039261768,2.544496773599297,1.0,1.0,1.0,35.14081719733683,1.9569146074963522
320,1.2385326282503741,20,46.650784685786945,4.390558570611812,2.1120184800084374,1.0,1.0,1.0,1.7802706392969605,1.3562015646072776
340,1.0058376515337835,20,466.5552411354004,6.045298578529152,16.66035050026357,1.0,1.0,1.0,40.347381714144795,2.3551827215576058
360,0.9289555900648804,20,231.89528657583645,14.57731110389044,10.970946236973168,1.0,1.0,1.0,19.595953562026903,2.4138609942813
380,1.1465213507399319,20,206.77354644633124,3.757217680197701,6.4540373839724,1.0,1.0,1.0,1.1061474512785145,1.086546351836977
400,1.0914178358502409,20,270.9488578837575,5.065053139525159,10.926659112953756,1.0,1.0,1.0,12.559930057954787,1.7933864575166336
420,0.9984355366703168,20,38.067275642617616,6.582090884871837,2.7684043615292757,1.0,1.0,1.0,1.9494025405220463,1.4055205026250197
440,0.9245979768073023,20,24153.804272278845,22.306686910269825,4.47102870584816,1.0,1.0,1.0,13.261082135640962,2.1966136519247286
460,1.1591779280326804,20,1201.084816655438,8.100124784448663,5.881903411679725,1.0,1.0,1.0,1.3311094178616525,1.2403453979989303
480,0.9115562045273699,20,626.2540638672964,10.483994574487662,5.096720724094109,1.0,1.0,1.0,5.358013529196489,1.6887848888915589
500,0.9330596804345402,20,112.06673787083642,7.650972712900279,3.490425813758466,1.0,1.0,1.0,2.429748552056405,1.4202385724719093
520,0.9475636024969296,20,1017.3912797262232,9.015457681133995,3.6768138155043717,1.0,1.0,1.0,824.8319409499538,2.2251776651517186
540,1.0378921878723222,20,185.20287292721642,6.7574979450162775,3.611762136383878,1.0,1.0,1.0,824.6562292041765,2.134281077300703
560,1.1424005765078098,20,22186.324066726844,11.828287527894547,3.6018309916402917,1.0,1.0,1.0,2.693495614891227,1.406112167226503
580,1.0040750970201704,20,57.36809154107747,5.668853126895325,4.776749144240012,1.0,1.0,1.0,1.8042313517050967,1.2590686373239832
600,0.563060234689572,20,1548.402476155335,28.20197156221014,41.615218430039675,1.0,1.0,1.0,825.5331176427911,2.336498877434919
620,0.8567111966470259,20,42.240643598775996,7.443461613280906,8.694466300220503,1.0,1.0,1.0,824.4242600126436,1.8187792762362112
640,0.8364509419173434,20,119.27096632850446,9.413929395033632,5.035415755830417,1.0,1.0,1.0,5.057030250518349,2.0696202849573955
660,0.9360653489987427,20,1464.1124552264607,6.083992315392263,2.314794786251583,1.0,1.0,1.0,17.275612180720728,2.0357385409173494
680,1.0204966759658456,20,7.271045579243702,3.9025021654828245,3.5451955596696183,1.0,1.0,1.0,5.536718226271123,1.839055027525903
700,0.6451052544736156,20,612.5119007343824,20.98434850551428,4.765663751613646,1.0,1.0,1.0,2.5933527822927664,1.4175643125160864
720,1.3142611668173925,20,30.463234662580398,3.7375980946958602,1.6716325619240684,1.0,1.0,1.0,1.340949585691713,1.2498208850486405
740,1.0939021492400784,20,14.289990779941595,3.3508563323232265,5.567123852798741,1.0,1.0,1.0,1.6416234213198695,1.461164033509561
760,1.0127311839745485,20,157.11077214771294,8.814166836204272,6.128847957561778,1.0,1.0,1.0,177.8086061305782,4.223796306765595
780,1.0490938385571675,20,468.6412974607093,5.62452977830543,8.65899639560908,1.0,1.0,1.0,2.773446322038569,1.4792548256419118
800,1.109919954134473,20,243.35840415644037,4.701763652404851,4.882136042170764,1.0,1.0,1.0,2.4715758110583246,1.5835802826839955
820,1.029002563132774,20,190.30507357394498,10.298762416137881,1.3494668280117827,1.0,1.0,1.0,21.21222110007246,2.589163748830595
840,1.3054429305101638,20,18.54926580117195,2.8492889252893447,2.0781975626912774,1.0,1.0,1.0,3.049105495186354,1.5180711278817014
860,1.0855920122627567,20,141650.51373279854,13.258079772250374,10.057609965788897,1.0,1.0,1.0,751.0545022386534,1.8097547574140769
